gene,gscore,druggable,A,B
UGT8,0.225000000000000006,False,False,True
UHRF1BP1,0.0749999999999999972,False,False,True
ULBP2,0.149999999999999994,False,False,True
ULBP3,0.149999999999999994,False,False,True
ULK2,0.406100000000000017,False,False,True
ULK3,0.225000000000000006,False,True,True
UMODL1,0.149999999999999994,False,True,True
UMPS,0.0749999999999999972,True,False,True
UNC119,0.0749999999999999972,False,False,True
UNC119B,0.0749999999999999972,False,False,True
UNC13B,0.0749999999999999972,False,False,True
UNC13D,0.0749999999999999972,False,False,True
UNC45A,0.0749999999999999972,False,False,True
UNC45B,0.0749999999999999972,False,False,True
UNC5B,0.149999999999999994,False,False,True
UNC79,0,False,False,True
UNK,0.149999999999999994,False,False,True
UPB1,0.149999999999999994,False,False,True
UPF3A,0.0749999999999999972,False,False,True
UPF3B,0.0749999999999999972,False,False,True
UPK2,0.0749999999999999972,False,False,True
UPK3A,0,False,False,True
UQCC1,0,False,False,True
UQCC2,0,False,False,True
UQCC3,0,False,False,True
UQCRC1,0.215600000000000014,True,False,True
UQCRC2,0.294099999999999973,True,False,True
UQCRQ,0.343000000000000027,True,False,True
URB1,0.149999999999999994,False,False,True
URGCP,0.0749999999999999972,False,False,True
URI1,0,False,False,True
UROS,0.225000000000000006,False,False,True
USE1,0.0749999999999999972,False,False,True
USF1,0.149999999999999994,False,False,True
USF3,0,False,False,True
USH2A,0.225000000000000006,False,False,True
USMG5,0.149999999999999994,False,False,True
USP1,0.149999999999999994,False,False,True
USP14,0.0749999999999999972,False,False,True
USP17L2,0.149999999999999994,False,True,True
USP17L5,0,False,False,True
USP18,0.149999999999999994,False,False,True
USP19,0.149999999999999994,False,False,True
USP2,0.149999999999999994,False,False,True
USP20,0.0749999999999999972,False,False,True
USP21,0.149999999999999994,False,False,True
USP24,0.0749999999999999972,False,False,True
USP30,0.149999999999999994,False,False,True
USP32,0.225000000000000006,False,False,True
USP33,0.0749999999999999972,False,False,True
USP38,0.0749999999999999972,False,False,True
USP39,0.149999999999999994,False,False,True
USP42,0.149999999999999994,False,False,True
USP47,0.0749999999999999972,False,False,True
USP5,0.332799999999999985,False,False,True
USP50,0.0749999999999999972,False,False,True
USP53,0.149999999999999994,False,False,True
USP7,0.225000000000000006,False,False,True
USP8,0.174999999999999989,False,True,True
USP9Y,0.149999999999999994,False,False,True
USPL1,0.149999999999999994,False,False,True
UTF1,0.0749999999999999972,False,False,True
UTP18,0.149999999999999994,False,False,True
UTS2B,0,False,False,True
UXS1,0.149999999999999994,False,False,True
VAC14,0.149999999999999994,False,False,True
VAMP2,0.149999999999999994,True,False,True
VANGL1,0.149999999999999994,False,False,True
VAPA,0.225000000000000006,False,False,True
VAPB,0.0749999999999999972,False,False,True
VARS,0.254000000000000004,True,False,True
VASP,0.0749999999999999972,False,False,True
VAT1L,0.149999999999999994,False,False,True
VAV1,0.477600000000000025,False,False,True
VAV2,0.149999999999999994,False,False,True
VCAM1,0.0749999999999999972,True,False,True
VCL,0.0749999999999999972,False,False,True
VCPIP1,0.35970000000000002,False,False,True
VCPKMT,0,False,False,True
VDAC2,0.149999999999999994,True,False,True
VEGFA,0.270199999999999996,True,False,True
VGLL2,0.149999999999999994,False,False,True
VGLL3,0.149999999999999994,False,True,True
VILL,0.149999999999999994,False,False,True
VIPR1,0.149999999999999994,False,False,True
VIPR2,0.149999999999999994,False,False,True
VMO1,0.0749999999999999972,False,False,True
VMP1,0,False,True,True
VN1R1,0.0749999999999999972,False,False,True
VOPP1,0.0749999999999999972,False,False,True
VPS13C,0.0749999999999999972,False,False,True
VPS25,0.0749999999999999972,False,False,True
VPS26A,0.149999999999999994,False,False,True
VPS28,0.149999999999999994,False,False,True
VPS33B,0.0749999999999999972,False,False,True
VPS35,0.149999999999999994,False,False,True
VPS36,0.0749999999999999972,False,False,True
VPS37B,0.0749999999999999972,False,False,True
VPS45,0.149999999999999994,False,False,True
VPS4A,0.149999999999999994,False,False,True
VPS4B,0.149999999999999994,False,False,True
VPS50,0,False,False,True
VPS51,0,False,False,True
VPS52,0.0749999999999999972,False,False,True
VPS53,0.149999999999999994,False,False,True
VPS54,0.149999999999999994,False,False,True
VPS72,0.149999999999999994,False,False,True
VPS8,0.149999999999999994,False,False,True
VRK1,0.149999999999999994,False,False,True
VRTN,0,False,False,True
VSIG1,0.0749999999999999972,False,False,True
VSIG10L,0.0749999999999999972,False,False,True
VSIG2,0.149999999999999994,False,False,True
VSIG4,0.0749999999999999972,False,False,True
VSTM2A,0.0749999999999999972,False,False,True
VSTM2L,0.0749999999999999972,False,False,True
VSTM5,0,False,False,True
VSX2,0.0749999999999999972,False,False,True
VTA1,0.149999999999999994,False,False,True
VTI1A,0.174999999999999989,False,False,True
VTI1B,0.0749999999999999972,False,False,True
VTN,0.0749999999999999972,True,False,True
VWA5B2,0.149999999999999994,False,False,True
VWA8,0,False,False,True
VWF,0.276100000000000012,True,False,True
WASF2,0.149999999999999994,False,False,True
WASF3,0.200000000000000011,False,False,True
WASHC2A,0,False,False,True
WASHC3,0,False,False,True
WASHC4,0,False,False,True
WASHC5,0,False,False,True
WASL,0.149999999999999994,False,False,True
WBP1,0.149999999999999994,False,False,True
WBP2NL,0.149999999999999994,False,False,True
WDCP,0,False,False,True
WDFY4,0.0749999999999999972,False,False,True
WDHD1,0.306699999999999973,False,False,True
WDR1,0.149999999999999994,False,False,True
WDR12,0.0749999999999999972,False,False,True
WDR17,0.0749999999999999972,False,False,True
WDR20,0.149999999999999994,False,False,True
WDR24,0.0749999999999999972,False,False,True
WDR25,0.149999999999999994,False,False,True
WDR26,0.0749999999999999972,False,False,True
WDR3,0.0749999999999999972,False,False,True
WDR34,0.0749999999999999972,False,False,True
WDR35,0.0749999999999999972,False,False,True
WDR38,0.0749999999999999972,False,False,True
WDR4,0.0749999999999999972,False,False,True
WDR43,0.0749999999999999972,False,False,True
WDR44,0.0749999999999999972,False,True,True
WDR45,0.0749999999999999972,False,False,True
WDR46,0.0749999999999999972,False,False,True
WDR47,0.0749999999999999972,False,False,True
WDR48,0.149999999999999994,False,False,True
WDR5,0.0749999999999999972,False,False,True
WDR53,0.0749999999999999972,False,False,True
WDR54,0.149999999999999994,False,False,True
WDR59,0.0749999999999999972,False,False,True
WDR6,0.0749999999999999972,False,False,True
WDR61,0.0749999999999999972,False,False,True
WDR62,0.149999999999999994,False,False,True
WDR7,0.149999999999999994,False,False,True
WDR70,0.0749999999999999972,False,False,True
WDR73,0.0749999999999999972,False,False,True
WDR74,0.0749999999999999972,False,False,True
WDR75,0.0749999999999999972,False,False,True
WDR76,0.0749999999999999972,False,False,True
WDR77,0.149999999999999994,False,False,True
WDR81,0.149999999999999994,False,False,True
WDR83OS,0,False,False,True
WDR88,0.0749999999999999972,False,False,True
WDR89,0.0749999999999999972,False,False,True
WDR90,0.225000000000000006,False,False,True
WDR91,0.149999999999999994,False,False,True
WDR93,0,False,False,True
WDSUB1,0.0749999999999999972,False,False,True
WDTC1,0.0749999999999999972,False,False,True
WDYHV1,0.0749999999999999972,False,True,True
WEE1,0.197099999999999997,True,False,True
WFDC1,0.149999999999999994,False,False,True
WFDC8,0.149999999999999994,False,False,True
WHRN,0,False,False,True
WIPF3,0.149999999999999994,False,False,True
WISP1,0.0749999999999999972,False,False,True
WISP2,0.0749999999999999972,False,False,True
WLS,0,False,False,True
WNK4,0.149999999999999994,False,False,True
WNT10B,0.149999999999999994,False,False,True
WNT11,0.0749999999999999972,False,False,True
WNT16,0.149999999999999994,False,False,True
WNT5A,0.0749999999999999972,False,False,True
WNT5B,0.149999999999999994,False,False,True
WNT7A,0.149999999999999994,False,False,True
WNT7B,0.225000000000000006,False,False,True
WNT8A,0.0749999999999999972,False,False,True
WRN,0.424999999999999989,False,False,True
WSB1,0.0749999999999999972,False,False,True
WSB2,0.0749999999999999972,False,False,True
WT1,0.631299999999999972,False,False,True
WWP1,0.149999999999999994,False,False,True
WWTR1,0.25,False,False,True
XAB2,0.225000000000000006,False,False,True
XBP1,0.28570000000000001,False,False,True
XCL1,0.149999999999999994,False,False,True
XCR1,0.149999999999999994,False,False,True
XIRP1,0.0749999999999999972,False,False,True
XIRP2,0.125,False,False,True
XKR4,0.0749999999999999972,False,False,True
XKR7,0.149999999999999994,False,False,True
XKR8,0.149999999999999994,False,False,True
XPO7,0.149999999999999994,False,False,True
XPR1,0.149999999999999994,False,False,True
XRCC1,0.145199999999999996,False,False,True
XRCC4,0.149999999999999994,False,False,True
XRCC5,0.253900000000000015,False,False,True
XRCC6,0.149999999999999994,False,False,True
XXYLT1,0,False,False,True
XYLT2,0.0749999999999999972,False,False,True
YAP1,0.543399999999999994,False,False,True
YBEY,0,False,False,True
YBX1,0.149999999999999994,False,False,True
YIF1A,0.149999999999999994,False,False,True
YIPF5,0.0749999999999999972,False,False,True
YJEFN3,0.0749999999999999972,False,False,True
YME1L1,0.149999999999999994,False,False,True
YPEL1,0.149999999999999994,False,False,True
YRDC,0.0749999999999999972,False,False,True
YWHAB,0.0749999999999999972,False,False,True
YWHAG,0.149999999999999994,False,False,True
YWHAH,0.149999999999999994,False,False,True
YWHAZ,0.0749999999999999972,False,False,True
YY2,0.0749999999999999972,False,False,True
ZACN,0.0749999999999999972,False,False,True
ZADH2,0.225000000000000006,False,False,True
ZAP70,0.414700000000000013,True,False,True
ZAR1,0.0749999999999999972,False,False,True
ZAR1L,0.0749999999999999972,False,False,True
ZBED4,0.149999999999999994,False,False,True
ZBED8,0,False,False,True
ZBTB12,0.149999999999999994,False,False,True
ZBTB18,0,False,False,True
ZBTB24,0.149999999999999994,False,False,True
ZBTB25,0.225000000000000006,False,False,True
ZBTB26,0.0749999999999999972,False,False,True
ZBTB38,0.149999999999999994,False,False,True
ZBTB39,0.149999999999999994,False,False,True
ZBTB41,0.0749999999999999972,False,False,True
ZBTB42,0.0749999999999999972,False,False,True
ZBTB44,0.0749999999999999972,False,False,True
ZBTB45,0.149999999999999994,False,False,True
ZBTB47,0.149999999999999994,False,False,True
ZBTB5,0.0749999999999999972,False,False,True
ZBTB7C,0.149999999999999994,False,True,True
ZBTB8A,0,False,False,True
ZBTB8OS,0.0749999999999999972,False,False,True
ZBTB9,0.149999999999999994,False,False,True
ZC2HC1C,0,False,False,True
ZC3H13,0.225000000000000006,False,False,True
ZC3H3,0.149999999999999994,False,False,True
ZC3H7A,0.149999999999999994,False,False,True
ZC3H7B,0.149999999999999994,False,False,True
ZC3HAV1,0.149999999999999994,False,False,True
ZC3HAV1L,0.149999999999999994,False,False,True
ZCCHC10,0.0749999999999999972,False,False,True
ZCCHC2,0.149999999999999994,False,False,True
ZCCHC4,0.149999999999999994,False,False,True
ZCCHC6,0.0749999999999999972,False,False,True
ZCCHC7,0.149999999999999994,False,False,True
ZCRB1,0.0749999999999999972,False,False,True
ZCWPW2,0.149999999999999994,False,False,True
ZDHHC11,0.149999999999999994,False,False,True
ZDHHC14,0.149999999999999994,False,False,True
ZDHHC15,0.0749999999999999972,False,False,True
ZDHHC17,0.0749999999999999972,False,False,True
ZDHHC18,0.149999999999999994,False,False,True
ZDHHC2,0.149999999999999994,False,False,True
ZDHHC22,0.149999999999999994,False,False,True
ZDHHC24,0.0749999999999999972,False,False,True
ZDHHC3,0.0749999999999999972,False,False,True
ZDHHC7,0.149999999999999994,False,False,True
ZEB1,0.149999999999999994,False,True,True
ZEB2,0.200000000000000011,False,False,True
ZFAND1,0.225000000000000006,False,False,True
ZFAND3,0.149999999999999994,False,False,True
ZFAND5,0.149999999999999994,False,False,True
ZFAT,0.149999999999999994,False,False,True
ZFC3H1,0.0749999999999999972,False,False,True
ZFHX4,0.225000000000000006,False,False,True
ZFP30,0.0749999999999999972,False,False,True
ZFP36,0.149999999999999994,False,False,True
ZFP36L2,0.25,False,False,True
ZFP37,0.149999999999999994,False,False,True
ZFP57,0.0749999999999999972,False,False,True
ZFPM1,0.0749999999999999972,False,False,True
ZFYVE1,0.149999999999999994,False,False,True
ZFYVE16,0.0749999999999999972,False,False,True
ZFYVE28,0.149999999999999994,False,False,True
ZFYVE9,0.32619999999999999,False,False,True
ZGLP1,0.0749999999999999972,False,False,True
ZGPAT,0.149999999999999994,False,False,True
ZGRF1,0,False,False,True
ZHX1,0.225000000000000006,False,True,True
ZIC2,0.149999999999999994,False,False,True
ZIC5,0.0749999999999999972,False,False,True
ZKSCAN8,0,False,False,True
ZMAT2,0.0749999999999999972,False,False,True
ZMAT3,0.0749999999999999972,False,False,True
ZMAT5,0.0749999999999999972,False,False,True
ZMIZ1,0.149999999999999994,False,False,True
ZMPSTE24,0.0749999999999999972,False,False,True
ZMYM4,0.125,False,False,True
ZMYND10,0.0749999999999999972,False,False,True
ZNF106,0,False,False,True
ZNF124,0.149999999999999994,False,False,True
ZNF136,0.149999999999999994,False,False,True
ZNF165,0.0749999999999999972,False,False,True
ZNF174,0.0749999999999999972,False,False,True
ZNF180,0.149999999999999994,False,False,True
ZNF195,0.0749999999999999972,False,False,True
ZNF207,0.149999999999999994,False,False,True
ZNF217,0.441000000000000003,False,False,True
ZNF22,0.149999999999999994,False,False,True
ZNF227,0.0749999999999999972,False,False,True
ZNF234,0.0749999999999999972,False,False,True
ZNF235,0.149999999999999994,False,False,True
ZNF250,0.149999999999999994,False,False,True
ZNF26,0.149999999999999994,False,False,True
ZNF268,0.149999999999999994,False,False,True
ZNF277,0.149999999999999994,False,False,True
ZNF280A,0.149999999999999994,False,False,True
ZNF280B,0.149999999999999994,False,False,True
ZNF280D,0.0749999999999999972,False,False,True
ZNF281,0.149999999999999994,False,False,True
ZNF282,0.149999999999999994,False,False,True
ZNF283,0.0749999999999999972,False,False,True
ZNF285,0,False,False,True
ZNF296,0.0749999999999999972,False,False,True
ZNF319,0.149999999999999994,False,False,True
ZNF324,0.149999999999999994,False,False,True
ZNF330,0.0749999999999999972,False,False,True
ZNF333,0.149999999999999994,False,False,True
ZNF33B,0.0749999999999999972,False,False,True
ZNF34,0.149999999999999994,False,False,True
ZNF347,0.149999999999999994,False,False,True
ZNF382,0.149999999999999994,False,False,True
ZNF385A,0.0749999999999999972,False,False,True
ZNF396,0.149999999999999994,False,False,True
ZNF397,0.149999999999999994,False,False,True
ZNF414,0.149999999999999994,False,False,True
ZNF425,0.149999999999999994,False,False,True
ZNF426,0.225000000000000006,False,False,True
ZNF442,0.149999999999999994,False,False,True
ZNF451,0.125,False,False,True
ZNF460,0.0749999999999999972,False,False,True
ZNF468,0.0749999999999999972,False,False,True
ZNF469,0.149999999999999994,False,False,True
ZNF470,0.0749999999999999972,False,False,True
ZNF474,0.0749999999999999972,False,False,True
ZNF480,0.0749999999999999972,False,False,True
ZNF484,0.149999999999999994,False,False,True
ZNF486,0.225000000000000006,False,False,True
ZNF500,0.149999999999999994,False,False,True
ZNF507,0.0749999999999999972,False,False,True
ZNF510,0.0749999999999999972,False,False,True
ZNF511,0.0749999999999999972,False,False,True
ZNF512,0.0749999999999999972,False,False,True
ZNF512B,0.0749999999999999972,False,False,True
ZNF519,0.0749999999999999972,False,False,True
ZNF521,0.544599999999999973,False,True,True
ZNF526,0.0749999999999999972,False,False,True
ZNF528,0.149999999999999994,False,False,True
ZNF536,0.0749999999999999972,False,False,True
ZNF552,0.0749999999999999972,False,False,True
ZNF566,0.0749999999999999972,False,False,True
ZNF572,0.149999999999999994,False,False,True
ZNF574,0.0749999999999999972,False,False,True
